source,item,qty
2085,tat soi,5
4367,azuki bean,1
1021,spaghetti squash,4
414,cilantro,5
4955,blueberry,3
2350,tat soi,6
4462,tabasco pepper,3
4203,herbs and spice,2
4101,damson,4
2879,avocado,1
2735,lentils,2
4897,dragonfruit,5
705,corn salad,3
1694,radish,5
752,black-eyed pea,6
4004,cloudberry,2
4956,marjoram,2
4560,azuki bean,5
930,cherimoya,5
4977,kale,2
563,kale,3
591,radish,2
4877,blueberry,2
3157,date,2
3771,fiddlehead,2
2787,potato,4
4998,coconut,6
4759,navy bean,4
4021,blackcurrant,3
1122,tubers,1
2194,blackberry,2
2618,blueberry,1
574,corn salad,6
1810,feijoa,5
1211,corn salad,5
825,blueberry,3
3100,currant,2
3194,wasabi,4
1096,apple,5
2054,white radish,6
1609,grapefruit,6
3935,spaghetti squash,1
2192,black-eyed pea,5
2109,azuki bean,3
3144,cabbage,6
4861,blackberry,2
1,feijoa,6
3998,patty pan,2
1257,cherimoya,3
1440,currant,1
796,blueberry,1
2855,legume,5
1647,spaghetti squash,6
3461,blackcurrant,2
4270,bilberry,4
3353,apple,3
1729,raisin,4
786,date,3
1457,kidney bean,6
4999,tabasco pepper,2
2005,blackberry,4
453,damson,4
1428,apricot,3
4001,date,2
1795,daikon,4
3459,patty pan,4
2294,feijoa,2
2988,marjoram,5
2181,white radish,1
1007,white radish,1
3467,kale,6
2616,spinach,6
4987,feijoa,6
4209,tat soi,2
4760,black-eyed pea,2
868,lentils,6
433,lentils,1
3752,avocado,6
2283,broccoflower,2
4794,blackcurrant,5
1847,tat soi,6
1707,spaghetti squash,5
1410,grapefruit,3
3304,daikon,1
4868,daikon,3
978,avocado,6
4053,broccoflower,3
3613,banana,1
4989,grapefruit,1
727,date,1
3924,banana,2
3941,currant,4
4225,durian,3
1502,blueberry,6
4461,broccoflower,6
511,azuki bean,4
3285,lentils,4
3569,radish,2
3430,goji berry,5
1194,daikon,2
2290,blackberry,1
4369,damson,3
933,blueberry,6
4080,corn salad,3
4228,spinach,2
2928,damson,5
609,fig,2
4830,lentils,5
3810,damson,3
1275,cloudberry,2
3788,corn salad,2
4550,azuki bean,4
342,avocado,3
1493,raisin,3
4839,broccoflower,5
4591,blueberry,1
69,black-eyed pea,6
1541,tat soi,3
3180,grapefruit,4
2892,cloudberry,5
4478,feijoa,6
2697,calabrese,2
2185,tat soi,2
4740,spinach,5
975,daikon,3
4764,patty pan,4
1488,damson,4
4964,blueberry,5
3883,marjoram,1
2998,blackcurrant,6
249,fig,1
1496,broccoflower,2
3720,banana,3
2096,apricot,5
1224,blackcurrant,1
321,feijoa,5
2264,frisee,1
1413,raisin,1
768,apricot,6
206,daikon,4
4279,currant,3
207,azuki bean,3
31,cloudberry,4
338,apricot,3
1096,kale,3
4550,cherimoya,6
1971,blueberry,6
1241,patty pan,6
1389,fig,6
3377,radish,1
1763,fig,3
3959,lentils,2
2429,tat soi,5
1806,daikon,1
3087,watercress,1
3519,spinach,6
899,corn salad,3
1585,corn salad,1
196,banana squash,2
1878,dragonfruit,6
1274,kale,1
1895,corn salad,2
1644,frisee,3
2854,dragonfruit,2
3637,apricot,2
30,marjoram,4
1090,raisin,5
1236,goji berry,2
1677,blueberry,6
822,blackcurrant,3
3267,black-eyed pea,3
1377,broccoflower,1
355,frisee,5
2356,white radish,6
162,marjoram,2
2377,raisin,3
558,radish,6
3419,navy bean,4
4771,apricot,4
1575,tat soi,2
2554,white radish,3
2898,currant,1
276,apricot,4
2724,feijoa,5
4324,grapefruit,6
4943,grapefruit,3
1261,spaghetti squash,2
458,white radish,2
4040,apple,1
4203,tubers,3
3506,grapefruit,6
953,daikon,1
605,radish,3
1592,cloudberry,6
2533,currant,5
1368,black-eyed pea,6
4738,watercress,1
4771,apple,4
1703,tat soi,4
2733,tat soi,1
4672,raisin,4
1358,blackberry,1
1331,tabasco pepper,2
3854,lentils,2
4717,apricot,5
4019,spinach,6
3534,turnip,1
4053,goji berry,5
2779,bilberry,6
1334,bilberry,5
4815,black-eyed pea,3
4936,raisin,3
974,white radish,6
653,patty pan,5
1278,lentils,4
3475,cherimoya,2
4941,radish,4
1120,damson,3
4151,parsley,4
3860,navy bean,3
1275,goji berry,1
860,coconut,3
4883,black-eyed pea,3
3048,grapefruit,2
2840,blackberry,4
384,blackberry,3
3425,apricot,1
4081,tubers,3
1394,lentils,1
33,dragonfruit,2
416,spinach,2
3219,blueberry,6
2955,grapefruit,5
3872,apple,6
3762,banana,5
1066,raisin,1
152,damson,4
2133,azuki bean,5
2075,zucchini,1
3334,tubers,2
4786,damson,5
1135,azuki bean,1
4348,apple,3
2898,azuki bean,2
776,tat soi,5
1863,spinach,4
2911,date,4
3094,patty pan,2
3416,marjoram,6
338,blueberry,1
462,frisee,4
375,avocado,5
1711,cloudberry,1
4942,blueberry,4
2382,goji berry,2
1487,goji berry,3
381,radish,3
4763,daikon,4
3462,blackcurrant,1
2622,apple,5
2142,fig,1
2234,broccoflower,2
1319,date,3
3203,black-eyed pea,5
4960,corn salad,2
3850,currant,1
333,spaghetti squash,4
2302,bilberry,5
602,fig,6
2294,cherimoya,2
3461,corn salad,5
4725,white radish,6
3275,cherimoya,5
2073,fig,2
4349,black-eyed pea,2
4506,tubers,1
3071,grapefruit,5
1552,goji berry,3
678,watercress,3
4034,patty pan,2
1174,apple,4
1526,parsley,2
1863,raisin,4
1218,azuki bean,6
2356,avocado,3
3758,tabasco pepper,6
4288,garlic,6
233,tabasco pepper,5
2617,cherimoya,6
3244,tubers,4
2815,feijoa,5
1220,cloudberry,2
878,date,5
778,dragonfruit,2
2652,blackcurrant,1
831,goji berry,5
2935,watercress,3
1230,bilberry,2
1233,date,5
1836,blackcurrant,2
2199,spaghetti squash,1
4223,corn salad,5
3559,blueberry,1
1321,blueberry,4
4351,black-eyed pea,2
3414,fig,3
2319,cherimoya,6
4388,apple,6
3919,broccoflower,6
949,marjoram,1
1744,banana,3
2185,broccoflower,1
3078,patty pan,2
584,cabbage,6
414,blackcurrant,6
603,grapefruit,1
1121,tubers,4
552,apricot,5
2686,date,4
3628,frisee,2
2442,frisee,3
4241,lentils,6
1906,broccoflower,2
4027,coconut,5
3212,white radish,6
3333,fig,6
2355,black-eyed pea,1
4178,bilberry,6
210,damson,1
4692,apple,2
212,apricot,3
490,blackberry,1
4949,frisee,4
655,black-eyed pea,4
3126,dragonfruit,6
1920,feijoa,5
2643,blackcurrant,2
2875,banana,5
322,spaghetti squash,5
3449,fig,4
2156,currant,2
836,cloudberry,4
3026,goji berry,3
4819,coconut,3
1518,black-eyed pea,3
2451,marjoram,2
4615,banana,1
2949,taro,6
4272,blackcurrant,3
2603,spaghetti squash,3
1302,tat soi,6
3967,azuki bean,5
407,dragonfruit,3
4572,azuki bean,3
2651,alfalfa sprout,6
328,apricot,5
592,frisee,2
1018,broccoflower,4
3126,blackcurrant,5
1458,apricot,6
4710,blueberry,3
153,cloudberry,6
4724,collard green,1
3194,broccoflower,6
4003,tat soi,5
4113,marjoram,4
4881,frisee,2
3755,fig,4
4712,goji berry,1
1565,kale,5
833,damson,6
3093,coconut,3
3058,avocado,3
4668,date,3
3551,navy bean,2
4396,dragonfruit,3
3784,banana,3
95,lentils,6
4450,cloudberry,2
4897,cherimoya,1
2999,daikon,6
1133,tubers,1
1689,banana,6
4546,fig,3
3715,nopale,2
101,radish,2
467,frisee,4
24,blackcurrant,4
4923,goji berry,6
1689,feijoa,4
1823,navy bean,3
2846,raisin,1
3968,artichoke,4
2885,avocado,4
3959,tat soi,4
841,coconut,4
3902,apricot,4
2563,daikon,2
2104,watercress,1
3621,blackberry,5
2976,cabbage,1
4439,currant,2
4006,goji berry,1
1342,grapefruit,5
3510,cabbage,2
140,corn salad,2
2711,frisee,6
3702,azuki bean,4
4124,navy bean,6
204,marjoram,5
886,lentils,1
3289,banana,1
3106,fig,4
1648,cherimoya,2
3272,avocado,2
1414,fig,1
111,spaghetti squash,1
1817,feijoa,2
2722,apricot,5
228,blueberry,2
3148,watercress,3
1681,corn salad,1
1131,grapefruit,6
4903,tubers,3
3500,black-eyed pea,6
1525,blackberry,5
117,banana,2
2411,spaghetti squash,6
3611,cherimoya,6
2134,banana,5
2061,white radish,3
538,fig,5
4109,fig,1
3427,blackcurrant,1
3296,blueberry,1
4702,coconut,4
4873,raisin,3
2455,patty pan,1
2360,cherimoya,5
2747,feijoa,4
4334,broccoflower,6
2410,date,4
4027,kale,2
2328,feijoa,1
2449,apricot,1
2306,frisee,4
2333,black-eyed pea,1
2134,raisin,4
3037,grapefruit,4
1048,goji berry,2
4262,caraway,2
4209,blackcurrant,5
4761,patty pan,1
4932,white radish,4
4792,patty pan,4
3359,banana,5
4944,radish,4
819,tat soi,3
3657,spinach,1
2679,patty pan,1
3618,coconut,3
1056,bilberry,4
4639,tabasco pepper,5
4335,grapefruit,2
69,frisee,5
1592,cloudberry,6
3854,broccoflower,6
851,lima bean,5
616,tubers,1
3176,currant,5
1275,bilberry,3
2736,broccoflower,4
1273,broccoflower,2
650,blueberry,2
4255,apricot,1
1259,marjoram,5
3186,apple,2
2628,tubers,5
3977,banana,5
2694,cabbage,3
2258,feijoa,3
1798,broccoflower,2
1784,cabbage,6
3887,corn salad,2
120,cherimoya,1
3602,spaghetti squash,5
1073,feijoa,1
4526,marjoram,5
3484,bilberry,3
1597,watercress,4
4473,tabasco pepper,5
2517,cherimoya,1
3825,apricot,1
3448,white radish,3
3295,dragonfruit,3
840,cloudberry,5
2206,radish,3
3160,azuki bean,1
4738,feijoa,2
698,apricot,2
1598,kale,5
3796,corn salad,2
2853,cabbage,4
2731,blackberry,1
4144,white radish,1
4384,dragonfruit,2
4996,date,5
3272,blackcurrant,1
348,damson,6
4121,frisee,5
4756,frisee,3
1174,patty pan,2
3496,apple,3
227,apricot,6
1618,daikon,1
2110,date,6
607,cloudberry,3
4607,spinach,4
4545,tubers,3
4976,watercress,3
417,cherimoya,2
4106,tat soi,3
1378,raisin,6
2305,daikon,6
3460,apple,1
137,bilberry,5
2988,raisin,3
4503,frisee,3
3003,apricot,1
538,spaghetti squash,6
3374,avocado,4
4068,raisin,5
2226,broccoflower,2
2913,broccoflower,3
30,damson,1
1605,tubers,4
2268,banana,1
1298,lentils,2
1470,azuki bean,6
2479,navy bean,6
935,broccoflower,5
1250,corn salad,6
2886,blueberry,3
1489,azuki bean,1
736,damson,5
1788,blackcurrant,4
4893,celery,4
1921,grapefruit,2
3925,watercress,6
970,herbs and spice,6
305,spinach,6
3645,banana,5
685,bilberry,2
257,damson,2
4001,dragonfruit,3
4543,lentils,6
2060,feijoa,6
4253,azuki bean,6
4611,lentils,6
3506,azuki bean,2
4376,radish,4
3506,blueberry,1
3516,tat soi,1
666,avocado,6
2049,watercress,6
2084,banana squash,5
4052,tubers,6
3078,frisee,6
3917,frisee,1
130,cherimoya,4
748,kale,2
4053,damson,4
2558,daikon,1
3903,white radish,1
3172,broccoli,4
790,blackberry,3
4011,tubers,3
3509,kale,1
1380,broccoflower,2
4994,navy bean,2
1296,black-eyed pea,5
1493,fiddlehead,5
4011,tat soi,1
911,watercress,1
1215,raisin,6
2275,feijoa,5
2813,damson,3
4052,cabbage,3
4925,apple,5
1453,guava,1
362,feijoa,6
1125,broccoflower,6
1842,raisin,2
363,cherimoya,3
2830,blackberry,5
4119,corn salad,5
280,spinach,3
4661,dragonfruit,5
805,marjoram,5
4859,feijoa,3
3158,cloudberry,5
4334,goji berry,1
4748,cloudberry,2
4114,cherimoya,1
3335,blueberry,6
3662,skirret,5
4332,watercress,2
275,raisin,5
336,raisin,3
3593,lentils,4
4025,fig,1
456,mushroom,3
3875,currant,1
610,damson,6
374,fig,1
494,bilberry,2
417,patty pan,3
1358,horseradish,2
6,blackcurrant,3
4074,white radish,2
1898,corn salad,6
4106,tubers,6
3869,damson,6
2772,cranberry,5
1351,raisin,4
3548,feijoa,3
726,raisin,3
1005,banana,1
4907,cherimoya,1
2552,broccoflower,3
4815,corn salad,6
2531,spinach,5
4446,fig,1
2177,broccoflower,1
1374,apricot,1
1782,spinach,4
293,patty pan,4
2946,grapefruit,2
2598,apple,6
2099,daikon,6
1089,radish,6
207,kale,5
4838,coconut,6
436,currant,2
1550,banana,2
3432,watercress,3
4231,radish,4
4926,watercress,2
4724,cloudberry,1
77,blackcurrant,1
980,cherimoya,2
4466,navy bean,6
2458,spinach,4
207,radish,5
1087,marjoram,3
1018,tubers,3
4039,azuki bean,6
764,corn salad,2
2082,grapefruit,2
4668,radish,6
2633,azuki bean,3
2969,avocado,6
2056,feijoa,4
2775,lentils,5
3451,cloudberry,5
219,coconut,1
1467,banana,3
3623,feijoa,1
1397,grapefruit,2
4479,avocado,6
2524,feijoa,4
1842,apricot,2
598,cherimoya,4
4817,dragonfruit,1
827,tat soi,1
3806,bilberry,3
4523,watercress,3
3909,navy bean,5
4897,apple,3
1073,grapefruit,4
3585,spaghetti squash,5
2597,bean sprout,5
975,tabasco pepper,6
3421,black-eyed pea,1
3886,radish,1
692,avocado,1
1631,radish,2
493,patty pan,6
674,marjoram,2
1539,patty pan,1
3113,date,3
3097,cabbage,2
268,feijoa,3
430,raisin,3
2248,frisee,5
4058,apricot,6
2146,radicchio,6
1208,blackcurrant,2
4408,frisee,2
3815,blackcurrant,4
3882,feijoa,1
405,tat soi,1
330,damson,4
246,damson,3
4284,apple,3
4882,blackcurrant,1
1978,raisin,4
1488,broccoflower,3
742,lima bean,6
2715,feijoa,5
526,black-eyed pea,6
3061,date,5
2950,apple,1
4453,avocado,2
375,daikon,6
1813,grapefruit,2
4880,tubers,6
250,banana,6
1510,patty pan,4
3576,cherimoya,2
2882,cherimoya,2
3940,avocado,3
2996,spaghetti squash,6
2092,paprika,3
4206,cabbage,6
2806,feijoa,2
2197,jerusalem artichoke,4
2919,radish,2
2281,spaghetti squash,3
4173,lentils,4
580,banana,4
983,cloudberry,5
178,navy bean,6
646,spinach,1
435,lentils,2
4928,blackcurrant,5
1219,apricot,5
1821,eggplant,2
2386,cloudberry,4
1423,banana,5
3327,spinach,5
2644,grapefruit,3
4291,apple,4
4140,corn salad,3
4955,herbs and spice,5
1076,feijoa,5
4335,daikon,5
2764,marjoram,3
3716,feijoa,1
150,blackcurrant,1
3841,cloudberry,2
2663,spinach,2
1830,blackcurrant,3
3410,cherimoya,2
1965,banana,1
3000,navy bean,6
3456,apricot,1
3131,raisin,1
1305,spinach,6
281,damson,2
1550,lettuce,4
3956,black-eyed pea,5
4298,bilberry,5
432,cherimoya,2
3169,corn salad,2
626,apricot,5
832,frisee,6
1531,azuki bean,3
4867,tubers,2
435,corn salad,5
4517,damson,2
3849,eggplant,6
4887,anise,3
1662,currant,6
1877,black-eyed pea,4
4470,feijoa,5
1085,tubers,6
1151,kale,3
4935,daikon,6
4198,coconut,5
3857,raisin,4
985,apricot,1
535,goji berry,3
1404,grapefruit,5
3434,azuki bean,4
923,goji berry,3
676,feijoa,1
4586,spaghetti squash,5
46,tabasco pepper,2
3830,spinach,6
2326,black-eyed pea,5
615,lentils,1
1771,avocado,1
632,white radish,4
522,broccoflower,6
2434,avocado,5
2155,black-eyed pea,5
1849,coconut,6
2407,patty pan,5
1185,raisin,1
825,blackcurrant,6
392,cherimoya,6
4689,coconut,6
3999,dragonfruit,6
1640,tubers,2
3372,cherimoya,3
3400,blueberry,2
4823,avocado,3
2115,date,4
4544,chayote,2
2801,currant,6
2824,date,6
3011,cherimoya,4
83,chamomile,2
3138,dragonfruit,1
4479,spaghetti squash,2
4299,marjoram,5
903,tat soi,6
363,fig,4
3840,cloudberry,6
1690,frisee,1
1042,radish,2
3815,fig,2
350,bilberry,3
1408,cucumber,5
1417,spinach,4
2252,fig,4
3834,corn salad,3
3424,cloudberry,3
1997,radish,4
711,feijoa,5
961,raisin,1
140,tubers,3
160,kale,4
3236,fig,6
3563,broccoflower,5
4833,avocado,3
2768,black-eyed pea,2
1523,navy bean,2
3018,damson,4
2684,feijoa,5
3978,apricot,5
4630,spinach,4
725,cherimoya,6
2499,radish,4
1367,tabasco pepper,2
3652,broccoflower,6
1446,kale,3
3941,grapefruit,4
2015,broccoflower,5
1133,apricot,4
1483,fig,3
3741,tabasco pepper,3
979,cherimoya,3
2802,coconut,1
397,frisee,6
2670,blueberry,1
2771,avocado,6
4382,kale,6
1378,avocado,4
3805,kale,2
4509,black-eyed pea,4
1540,blackberry,3
1657,blackberry,6
1140,apricot,2
210,blueberry,6
3794,grapefruit,3
2817,grapefruit,6
2771,date,5
4780,date,4
294,goji berry,2
1013,navy bean,5
4485,watercress,4
937,spinach,1
4074,apple,1
544,apricot,1
762,banana,3
1727,frisee,3
1798,date,3
4418,banana,1
2768,daikon,4
4828,cloudberry,6
4450,cabbage,1
810,fiddlehead,3
3518,tabasco pepper,5
4095,dragonfruit,4
3532,caraway,5
307,watercress,6
2181,daikon,3
4671,azuki bean,2
4112,cabbage,5
3043,radish,5
4230,wasabi,6
4463,white radish,1
71,spaghetti squash,6
4393,cabbage,3
694,blackberry,3
2552,spinach,1
4434,frisee,2
4537,corn salad,3
4633,blackberry,5
292,apple,6
2548,cabbage,1
4424,cherimoya,1
3817,broccoflower,3
1931,blueberry,3
4576,patty pan,4
4558,raisin,1
658,grapefruit,2
4073,raisin,5
4035,lentils,3
820,bilberry,4
1429,radish,2
303,date,5
3470,watercress,4
1210,patty pan,5
1612,blackcurrant,1
4368,date,2
2948,corn salad,3
4867,tubers,6
4633,tat soi,1
775,daikon,6
3324,black-eyed pea,3
1983,broccoflower,1
4057,tubers,6
4556,black-eyed pea,2
4642,currant,1
858,damson,3
3110,spinach,3
2495,brussels sprout,1
1154,raisin,3
3817,tabasco pepper,1
118,radish,6
2794,broccoflower,2
4784,navy bean,6
1808,blackberry,2
2098,radish,5
2342,goji berry,2
226,corn salad,1
840,dragonfruit,2
2895,tabasco pepper,4
920,frisee,6
4228,raisin,3
2903,kale,3
4765,navy bean,1
2452,tabasco pepper,4
1902,cherimoya,1
2215,blackcurrant,6
108,corn salad,2
2539,blackcurrant,5
3606,damson,5
219,blackcurrant,4
557,white radish,6
2563,calabrese,2
4665,spinach,5
4057,navy bean,2
2417,blackberry,1
168,marjoram,1
4025,tubers,1
1867,marjoram,6
2102,frisee,6
764,frisee,3
1936,blackcurrant,6
3508,lentils,6
3447,goji berry,6
3919,broccoflower,4
998,apple,5
3146,avocado,4
622,grapefruit,6
404,cabbage,6
4645,patty pan,4
3268,blueberry,2
2648,azuki bean,5
1162,blackcurrant,1
1475,blackberry,1
4011,azuki bean,4
2833,cherimoya,4
3071,apricot,6
3588,tat soi,4
672,lentils,6
3641,cloudberry,4
2018,avocado,6
4430,blueberry,5
1118,spinach,6
306,patty pan,4
520,spaghetti squash,3
2851,tat soi,2
3972,arugula,5
1203,fig,5
2028,daikon,4
123,apple,5
903,raisin,6
1589,spaghetti squash,4
396,white radish,1
160,goji berry,4
1584,feijoa,2
1063,lentils,3
3169,daikon,3
2641,apple,1
3228,navy bean,6
466,blackcurrant,5
3086,spaghetti squash,5
1557,lentils,1
4807,cherimoya,2
4674,grapefruit,4
3805,tubers,5
4128,blueberry,2
4520,topinambur,6
426,corn salad,2
4935,raisin,4
4140,broccoflower,2
2513,cabbage,2
1973,apricot,5
4647,lemon grass,3
4324,spaghetti squash,6
4532,date,1
1215,raisin,5
3015,spaghetti squash,6
297,blueberry,1
2119,bilberry,5
2207,spaghetti squash,6
2056,dragonfruit,1
1191,apricot,4
355,thyme,4
1901,azuki bean,4
783,marjoram,6
3229,goji berry,2
2199,kale,5
381,grapefruit,4
4460,blueberry,5
4339,kale,1
3342,azuki bean,6
3591,cloudberry,3
2843,apricot,1
2130,broccoflower,4
3392,apple,2
2307,dragonfruit,1
232,dragonfruit,2
915,apple,2
4990,watercress,4
814,fig,6
471,coconut,2
423,cabbage,2
3519,kale,2
3195,tubers,6
2089,cherimoya,6
1967,daikon,5
974,navy bean,1
1203,skirret,1
2414,white radish,6
3482,patty pan,6
2566,carrot,6
3637,cabbage,1
4080,feijoa,4
4774,damson,1
3044,tat soi,2
1607,patty pan,4
1535,marjoram,6
1959,avocado,5
4576,patty pan,3
787,apple,1
42,marjoram,6
2588,cherimoya,4
686,cabbage,6
3940,daikon,1
2725,frisee,2
1206,raisin,3
3261,fig,6
1557,bilberry,6
885,date,5
2288,avocado,4
43,white radish,1
376,cherimoya,6
3141,daikon,5
714,bilberry,3
2011,cherimoya,1
3968,watercress,3
68,currant,2
968,date,5
2558,blackberry,5
1754,apple,2
1008,damson,6
1502,date,1
569,currant,6
3783,kale,5
4367,fig,1
4370,goji berry,2
1641,banana,2
4118,kale,6
3643,tubers,1
808,grapefruit,3
3403,cloudberry,1
302,black-eyed pea,3
2954,cabbage,2
3545,banana,6
3856,blackcurrant,1
965,corn salad,3
4536,corn salad,4
4969,tabasco pepper,6
3920,fig,5
1999,blackcurrant,4
4965,bilberry,1
1821,azuki bean,2
2287,kale,4
2925,spinach,1
1051,currant,3
2784,dragonfruit,3
674,feijoa,4
248,azuki bean,1
3275,patty pan,2
3028,patty pan,4
2322,currant,1
3461,feijoa,1
678,scallion,1
4225,daikon,6
2889,spaghetti squash,1
3707,grapefruit,5
917,spinach,2
1240,watercress,3
2356,kale,3
573,blueberry,5
4738,blackberry,3
4674,watercress,2
61,raisin,1
79,date,2
430,date,3
148,white radish,6
3088,avocado,5
4267,white radish,4
205,watercress,5
890,dragonfruit,4
908,raisin,3
515,tabasco pepper,5
4537,apple,6
1400,frisee,3
3382,white radish,6
4997,tubers,3
4985,azuki bean,3
3268,black-eyed pea,2
2181,white radish,4
641,cabbage,2
1551,azuki bean,6
2460,coconut,2
2495,goji berry,5
3906,currant,4
2225,broccoflower,1
604,patty pan,1
507,marjoram,3
2017,watercress,4
1156,blackberry,1
977,bilberry,1
3214,avocado,2
70,blueberry,3
3099,fig,5
1444,daikon,2
746,marjoram,2
705,daikon,3
3888,banana,5
1859,frisee,4
51,bilberry,1
2922,daikon,3
1944,coconut,5
4050,raisin,1
4603,banana,5
2352,daikon,5
3090,frisee,5
3573,blackcurrant,3
4902,date,5
4232,broccoflower,6
799,cloudberry,6
1668,blackberry,6
4526,goji berry,5
4497,radish,2
4079,daikon,1
4036,goji berry,1
1694,cloudberry,6
4588,banana,5
3021,apricot,4
3048,marjoram,1
4431,feijoa,1
1138,marjoram,2
2384,broccoflower,4
2571,raisin,2
1072,bilberry,5
3705,navy bean,4
4838,white radish,4
1546,feijoa,4
4201,date,5
2147,mushroom,5
1533,blackcurrant,4
3951,fig,4
3958,blackcurrant,2
4762,avocado,3
4089,fig,6
1827,cloudberry,4
3692,black-eyed pea,5
2913,cherimoya,3
3882,avocado,3
623,patty pan,3
2758,currant,5
102,azuki bean,5
2123,blueberry,3
3465,cabbage,5
4687,bilberry,2
556,coconut,2
798,patty pan,4
1924,frisee,3
102,spinach,5
354,pinto bean,6
3326,cabbage,2
2102,cloudberry,4
1967,kale,6
1856,radish,1
1785,date,2
3645,spinach,1
1201,daikon,2
2381,damson,5
4944,goji berry,2
3962,patty pan,4
1390,apricot,5
4353,goji berry,5
2424,coconut,3
3407,feijoa,3
1827,apple,1
1766,banana,4
3374,raisin,6
4488,tabasco pepper,3
162,spaghetti squash,4
2700,marjoram,3
881,broccoflower,4
1789,spaghetti squash,5
4698,black-eyed pea,6
1930,fig,4
1347,patty pan,4
3332,damson,2
4421,rhubarb,6
2522,daikon,5
1625,blackberry,1
2398,currant,5
2809,blackcurrant,2
4786,fig,5
1505,azuki bean,5
4615,patty pan,4
3715,white radish,6
1854,blueberry,5
2749,coconut,6
1910,blackberry,3
730,coconut,5
1489,azuki bean,5
2851,grapefruit,1
2646,currant,3
1348,blueberry,4
4125,frisee,4
601,marjoram,1
1871,blackcurrant,3
1426,apricot,2
2567,cabbage,2
3146,apple,4
796,fig,4
2122,cabbage,5
3409,cabbage,6
523,rutabaga,4
481,damson,5
4689,goji berry,1
4232,daikon,3
1368,radish,4
1077,avocado,4
3594,apricot,1
1769,daikon,2
3141,bilberry,4
4937,blackcurrant,1
491,goji berry,2
2868,tubers,5
2535,white radish,4
2886,apricot,1
3994,apple,5
2427,grapefruit,1
1669,kale,1
1641,dragonfruit,5
1683,broccoflower,2
3302,grapefruit,2
3440,goji berry,4
1562,watercress,1
2849,azuki bean,2
1385,blackberry,5
942,blueberry,3
3293,coconut,4
3059,delicata,3
2585,watercress,4
602,tat soi,4
731,courgette,6
698,frisee,4
3699,white radish,4
3725,hubbard squash,2
1717,coconut,4
4503,watercress,5
2346,marjoram,6
1309,tubers,5
926,currant,6
4995,cauliflower,2
3490,dragonfruit,5
3869,tat soi,2
301,date,3
1107,radish,3
2381,tabasco pepper,1
1199,black-eyed pea,2
4280,tat soi,3
3770,kale,4
308,pumpkin,1
4299,daikon,1
4569,blackcurrant,2
3695,lentils,4
1780,date,4
52,dragonfruit,3
4603,date,4
203,watercress,2
734,new zealand spinach,3
711,frisee,4
1924,bilberry,2
3736,apricot,4
4623,patty pan,2
1562,blueberry,6
875,apricot,4
2799,hubbard squash,2
843,radish,2
2675,spaghetti squash,1
409,patty pan,4
4139,azuki bean,6
346,apple,1
2202,patty pan,4
1324,frisee,3
3168,navy bean,1
4245,frisee,1
4837,watercress,4
1594,blackberry,3
546,black-eyed pea,3
3181,date,1
1,spinach,4
315,marjoram,4
512,frisee,3
2369,apricot,2
425,fig,1
3655,navy bean,3
440,fig,2
1754,marjoram,3
1780,patty pan,3
4428,marjoram,4
1602,paprika,1
577,frisee,3
282,azuki bean,3
3475,blackcurrant,3
3306,blackcurrant,4
2099,goji berry,3
1859,currant,2
4995,cherimoya,1
796,dragonfruit,5
1801,banana,3
1197,grapefruit,1
2877,dragonfruit,6
2446,radish,5
2434,feijoa,6
4534,cloudberry,6
3643,daikon,5
4857,spinach,3
4323,currant,5
2642,raisin,4
4863,fig,1
3212,kale,1
1225,dragonfruit,3
4885,apricot,5
2303,cloudberry,6
3005,fig,5
2276,apple,3
397,apricot,2
2984,blackberry,4
1437,coconut,3
24,spinach,1
2981,fig,3
691,spaghetti squash,4
1236,fig,3
4099,fig,4
2580,corn salad,6
4147,black-eyed pea,5
722,broccoflower,6
1923,daikon,1
364,patty pan,2
656,apricot,2
305,apricot,5
1870,bilberry,6
3363,azuki bean,2
528,patty pan,4
3535,corn salad,3
3414,blackcurrant,4
4559,cherimoya,5
3012,frisee,3
3824,lentils,3
1353,apple,4
3090,patty pan,1
4767,spinach,4
1267,marjoram,4
497,broccoflower,1
4715,black-eyed pea,6
905,corn salad,4
2657,grapefruit,3
608,cabbage,5
3066,coconut,6
1783,tat soi,1
1164,blueberry,1
4220,cabbage,2
2654,frisee,2
4752,blackcurrant,2
3120,coconut,2
3574,frisee,1
4408,avocado,6
3829,kale,6
3727,apricot,4
3773,coconut,6
4478,cabbage,5
2884,apricot,4
480,basil,5
4154,spaghetti squash,5
3478,cloudberry,6
3097,coconut,2
3756,watercress,2
1511,apricot,5
3738,tat soi,4
1326,raisin,3
2202,lentils,3
2502,frisee,1
3737,lentils,3
355,coconut,4
4689,apple,1
123,kale,6
163,radish,4
1499,apricot,3
1911,blackcurrant,4
4645,avocado,5
2334,cherimoya,4
1502,daikon,3
2842,blackberry,2
2331,spinach,6
2759,black-eyed pea,6
3703,dragonfruit,1
805,goji berry,2
2198,corn salad,1
447,dragonfruit,4
2899,cloudberry,5
1709,cloudberry,5
490,kale,3
1327,banana squash,4
1890,broccoflower,6
1716,black-eyed pea,6
250,banana,4
2871,coconut,6
4989,blueberry,1
4319,daikon,3
2760,date,6
3443,spinach,1
1139,tabasco pepper,1
4678,date,3
1340,dragonfruit,2
4186,avocado,1
435,frisee,2
1791,radish,1
4094,avocado,6
3913,kale,6
4376,currant,3
